v1,v2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,id,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),tweet,URLs in Tweet,Domains in Tweet,hashtags,tweet_date,Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,pos_count,pos_per,neg_count,neg_per,Sentiment List #3: (Add your own word list) Word Count,Sentiment List #3: (Add your own word list) Word Percentage (%),noncat_count,noncat_per,edgecontent_count
selva_prakash_,abgeorge_2255,,,,,,,,,,68,,,Mentions,26-04-2021 08:34,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:34,https://twitter.com/#!/selva_prakash_/status/1386599668449042435,,,1386599668449042435,,0,0.000,0,0.000,0,0.000,14,100.000,14
shahalmuhammed_,shahalmuhammed_,,,,,,,,,,69,,,Tweet,26-04-2021 08:35,"No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:35,https://twitter.com/#!/shahalmuhammed_/status/1386599828793135109,,,1386599828793135109,,0,0.000,0,0.000,0,0.000,12,100.000,12
aswin42011252,abgeorge_2255,,,,,,,,,,70,,,Mentions,26-04-2021 08:42,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:42,https://twitter.com/#!/aswin42011252/status/1386601520687325188,,,1386601520687325188,,0,0.000,0,0.000,0,0.000,14,100.000,14
prabuskh_,abgeorge_2255,,,,,,,,,,71,,,Mentions,26-04-2021 08:50,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:50,https://twitter.com/#!/prabuskh_/status/1386603696948092930,,,1386603696948092930,,0,0.000,0,0.000,0,0.000,14,100.000,14
akshaykrish2255,abgeorge_2255,,,,,,,,,,72,,,Mentions,26-04-2021 08:52,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:52,https://twitter.com/#!/akshaykrish2255/status/1386603963542245376,,,1386603963542245376,,0,0.000,0,0.000,0,0.000,14,100.000,14
jaisuryan,abgeorge_2255,,,,,,,,,,73,,,Mentions,26-04-2021 08:57,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:57,https://twitter.com/#!/jaisuryan/status/1386605244872855554,,,1386605244872855554,,0,0.000,0,0.000,0,0.000,14,100.000,14
santosh86657333,aidsokerala,,,,,,,,,,74,,,Mentions,26-04-2021 09:14,"RT @aidsokerala: ഏറ്റുമാനൂർ അസംബ്ലി മണ്ഡലം സ്ഥാനാർഥി സഖാവ് A.G അജയകുമാറിന്‌ AIDSO M.G University unit കമ്മിറ്റി സ്വീകരണം നൽകി.
AIDSO M.G Un…",,,,26-04-2021 09:14,https://twitter.com/#!/santosh86657333/status/1386609679468404739,,,1386609679468404739,,0,0.000,0,0.000,0,0.000,41,100.000,41
abhi02136863,abgeorge_2255,,,,,,,,,,75,,,Mentions,26-04-2021 09:28,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:28,https://twitter.com/#!/abhi02136863/status/1386613241275576321,,,1386613241275576321,,0,0.000,0,0.000,0,0.000,14,100.000,14
mfcpratheush,abgeorge_2255,,,,,,,,,,76,,,Mentions,26-04-2021 09:37,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:37,https://twitter.com/#!/mfcpratheush/status/1386615477808418818,,,1386615477808418818,,0,0.000,0,0.000,0,0.000,14,100.000,14
unnikri24191761,abgeorge_2255,,,,,,,,,,77,,,Mentions,26-04-2021 09:41,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:41,https://twitter.com/#!/unnikri24191761/status/1386616329814249473,,,1386616329814249473,,0,0.000,0,0.000,0,0.000,14,100.000,14
tonykurishing10,abgeorge_2255,,,,,,,,,,78,,,Mentions,26-04-2021 09:45,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:45,https://twitter.com/#!/tonykurishing10/status/1386617329111339011,,,1386617329111339011,,0,0.000,0,0.000,0,0.000,14,100.000,14
thaipparambila,abgeorge_2255,,,,,,,,,,79,,,Mentions,26-04-2021 09:46,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:46,https://twitter.com/#!/thaipparambila/status/1386617576256532481,,,1386617576256532481,,0,0.000,0,0.000,0,0.000,14,100.000,14
athaniparambilb,abgeorge_2255,,,,,,,,,,80,,,Mentions,26-04-2021 09:47,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:47,https://twitter.com/#!/athaniparambilb/status/1386617863016906752,,,1386617863016906752,,0,0.000,0,0.000,0,0.000,14,100.000,14
pratheush6,abgeorge_2255,,,,,,,,,,81,,,Mentions,26-04-2021 09:48,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:48,https://twitter.com/#!/pratheush6/status/1386618083599474688,,,1386618083599474688,,0,0.000,0,0.000,0,0.000,14,100.000,14
velayudhan2005,abgeorge_2255,,,,,,,,,,82,,,Mentions,26-04-2021 09:50,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:50,https://twitter.com/#!/velayudhan2005/status/1386618594876813313,,,1386618594876813313,,0,0.000,0,0.000,0,0.000,14,100.000,14
pratheush7,abgeorge_2255,,,,,,,,,,83,,,Mentions,26-04-2021 09:51,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 09:51,https://twitter.com/#!/pratheush7/status/1386619055881134081,,,1386619055881134081,,0,0.000,0,0.000,0,0.000,14,100.000,14
ringmas34508060,abgeorge_2255,,,,,,,,,,84,,,Mentions,26-04-2021 10:11,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 10:11,https://twitter.com/#!/ringmas34508060/status/1386624015327014915,,,1386624015327014915,,0,0.000,0,0.000,0,0.000,14,100.000,14
avp24news,avp24news,,,,,,,,,,85,,,Tweet,26-04-2021 11:32,#Kerala #keralaelections2021 #keralawithmodi #keralaassemblyelection2021 https://t.co/tzKouTlmLp,,,kerala keralaelections2021 keralawithmodi keralaassemblyelection2021,26-04-2021 11:32,https://twitter.com/#!/avp24news/status/1386644429226733571,,,1386644429226733571,,0,0.000,0,0.000,0,0.000,4,100.000,4
nowshath_vj,abgeorge_2255,,,,,,,,,,86,,,Mentions,26-04-2021 12:17,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 12:17,https://twitter.com/#!/nowshath_vj/status/1386655595462156289,,,1386655595462156289,,0,0.000,0,0.000,0,0.000,14,100.000,14
suraj48718292,abgeorge_2255,,,,,,,,,,87,,,Mentions,26-04-2021 12:52,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 12:52,https://twitter.com/#!/suraj48718292/status/1386664397603368962,,,1386664397603368962,,0,0.000,0,0.000,0,0.000,14,100.000,14
aigey30,vijayanpinarayi,,,,,,,,,,88,,,Replies to,26-04-2021 13:55,@vijayanpinarayi  kerala needs a lockdown like Karnataka atleast. How are these 26000+ cases a day going to reduce… https://t.co/YW3W5UVdpv,https://twitter.com/i/web/status/1386680297509453831,twitter.com,,26-04-2021 13:55,https://twitter.com/#!/aigey30/status/1386680297509453831,,,1386680297509453831,,1,5.556,0,0.000,0,0.000,17,94.444,18
apdxfdzl,apdxfdzl,,,,,,,,,,89,,,Tweet,26-04-2021 14:50,"#KerajaaanGagal 
#keralaelections2021 
#melayuisle 
#kerajaepunoh",,,kerajaaangagal keralaelections2021 melayuisle kerajaepunoh,26-04-2021 14:50,https://twitter.com/#!/apdxfdzl/status/1386694109025366016,,,1386694109025366016,1386693855974625284,0,0.000,0,0.000,0,0.000,4,100.000,4
amalthomas905,abgeorge_2255,,,,,,,,,,90,,,Mentions,26-04-2021 15:54,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 15:54,https://twitter.com/#!/amalthomas905/status/1386710157627772934,,,1386710157627772934,,0,0.000,0,0.000,0,0.000,14,100.000,14
truemalayalam,truemalayalam,,,,,,,,,,91,,,Tweet,26-04-2021 16:07,നിയമസഭാ തിരഞ്ഞെടുപ്പിൽ യുഡിഎഫിന് വ്യക്തമായ മുൻതൂക്കം എന്ന് സർവ്വേ ഫലം;  സർവ്വേ നടത്തിയത് കേരള ഡിബേറ്റ് ഫോറം - യുഎസ്… https://t.co/LGchKFQmPp,https://twitter.com/i/web/status/1386713621682528259,twitter.com,,26-04-2021 16:07,https://twitter.com/#!/truemalayalam/status/1386713621682528259,,,1386713621682528259,,0,0.000,0,0.000,0,0.000,41,100.000,41
fazilah20725467,kollamnanbans,,,,,,,,,,92,,,Mentions,26-04-2021 19:04,"RT @disasterloop: #KeralaElections2021 

Inspired by our #Master Thalapathy

#TamilNaduElections2021 

@KollamNanbans https://t.co/dscOgOX5…",,,keralaelections2021 master tamilnaduelections2021,26-04-2021 19:04,https://twitter.com/#!/fazilah20725467/status/1386758084911980545,,,1386758084911980545,,,,,,,,,,
fazilah20725467,disasterloop,,,,,,,,,,93,,,Mentions,26-04-2021 19:04,"RT @disasterloop: #KeralaElections2021 

Inspired by our #Master Thalapathy

#TamilNaduElections2021 

@KollamNanbans https://t.co/dscOgOX5…",,,keralaelections2021 master tamilnaduelections2021,26-04-2021 19:04,https://twitter.com/#!/fazilah20725467/status/1386758084911980545,,,1386758084911980545,,1,10.000,0,0.000,0,0.000,9,90.000,10
scentofpast,scentofpast,,,,,,,,,,94,,,Tweet,26-04-2021 22:26,#StayStrongIndia 🥺 #StaySafe #StayHomeStaySafe #StayHome #BeKind #COVID19 #CovidIndia #keralaelections2021… https://t.co/t66WhNEw1C,https://twitter.com/i/web/status/1386809038495797250,twitter.com,staystrongindia staysafe stayhomestaysafe stayhome bekind covid19 covidindia keralaelections2021,26-04-2021 22:26,https://twitter.com/#!/scentofpast/status/1386809038495797250,,,1386809038495797250,,0,0.000,0,0.000,0,0.000,8,100.000,8
sonofindia19,sonofindia19,,,,,,,,,,95,,,Tweet,27-04-2021 03:05,#ElectionCommissionOfIndia #keralaelections2021 #bangalelection #assamelection #manormanews #ModiDisasterForIndia… https://t.co/uBTErDxKK6,https://twitter.com/i/web/status/1386879049289535494,twitter.com,electioncommissionofindia keralaelections2021 bangalelection assamelection manormanews modidisasterforindia,27-04-2021 03:05,https://twitter.com/#!/sonofindia19/status/1386879049289535494,,,1386879049289535494,,0,0.000,0,0.000,0,0.000,6,100.000,6
bhalwanji,msbadal,,,,,,,,,,96,,,Mentions,27-04-2021 03:23,"RT @MSBADAL: Campaigned for Congress candidate from Chadayamangalam assembly constituency M. M. Naseer.

#KeralaElections2021 https://t.co/…",,,keralaelections2021,27-04-2021 03:23,https://twitter.com/#!/bhalwanji/status/1386883600042184704,,,1386883600042184704,,0,0.000,0,0.000,0,0.000,14,100.000,14
bhalwanji,msbadal,,,,,,,,,,97,,,Mentions,27-04-2021 03:23,"RT @MSBADAL: Campaigned for Congress candidate, Shri Anad Jayan from Vamanapuram assembly constituency. 

@INCIndia
@INCKerala
#KeralaElect…",,,,27-04-2021 03:23,https://twitter.com/#!/bhalwanji/status/1386883613082353665,,,1386883613082353665,,,,,,,,,,
bhalwanji,msbadal,,,,,,,,,,98,,,Mentions,27-04-2021 03:23,"RT @MSBADAL: Addressed a press conference at Kerala Pradesh Congress Committee office,  Thiruvananthapuram- Kerala.

 @INCIndia
@INCKerala…",,,,27-04-2021 03:23,https://twitter.com/#!/bhalwanji/status/1386883629654056963,,,1386883629654056963,,,,,,,,,,
bhalwanji,inckerala,,,,,,,,,,99,,,Mentions,27-04-2021 03:23,"RT @MSBADAL: Campaigned for Congress candidate, Shri Anad Jayan from Vamanapuram assembly constituency. 

@INCIndia
@INCKerala
#KeralaElect…",,,,27-04-2021 03:23,https://twitter.com/#!/bhalwanji/status/1386883613082353665,,,1386883613082353665,,0,0.000,0,0.000,0,0.000,16,100.000,16
bhalwanji,incindia,,,,,,,,,,100,,,Mentions,27-04-2021 03:23,"RT @MSBADAL: Campaigned for Congress candidate, Shri Anad Jayan from Vamanapuram assembly constituency. 

@INCIndia
@INCKerala
#KeralaElect…",,,,27-04-2021 03:23,https://twitter.com/#!/bhalwanji/status/1386883613082353665,,,1386883613082353665,,,,,,,,,,
bhalwanji,inckerala,,,,,,,,,,101,,,Mentions,27-04-2021 03:23,"RT @MSBADAL: Addressed a press conference at Kerala Pradesh Congress Committee office,  Thiruvananthapuram- Kerala.

 @INCIndia
@INCKerala…",,,,27-04-2021 03:23,https://twitter.com/#!/bhalwanji/status/1386883629654056963,,,1386883629654056963,,0,0.000,0,0.000,0,0.000,16,100.000,16
bhalwanji,incindia,,,,,,,,,,102,,,Mentions,27-04-2021 03:23,"RT @MSBADAL: Addressed a press conference at Kerala Pradesh Congress Committee office,  Thiruvananthapuram- Kerala.

 @INCIndia
@INCKerala…",,,,27-04-2021 03:23,https://twitter.com/#!/bhalwanji/status/1386883629654056963,,,1386883629654056963,,,,,,,,,,
im_nitin26,reporterankitg,,,,,,,,,,103,,,Mentions,27-04-2021 05:03,"RT @ReporterAnkitG: केंद्रीय चुनाव आयोग ने चुनावी नतीजों के बाद किसी भी तरीके के उत्सव, उल्लास और जुलूस पर लगाई रोक।

#ElectionCommissionOf…",,,,27-04-2021 05:03,https://twitter.com/#!/im_nitin26/status/1386908817129050112,,,1386908817129050112,,0,0.000,0,0.000,0,0.000,41,100.000,41
girishpatelll,girishpatelll,,,,,,,,,,104,,,Tweet,27-04-2021 05:08,All victories processions banned by election commission on 2 May state assemblies results . #Election… https://t.co/CkpKEV5Xqp,https://twitter.com/i/web/status/1386910038069944321,twitter.com,election,27-04-2021 05:08,https://twitter.com/#!/girishpatelll/status/1386910038069944321,,,1386910038069944321,,0,0.000,0,0.000,0,0.000,14,100.000,14
sanubsasidharan,sanubsasidharan,,,,,,,,,,105,,,Tweet,27-04-2021 05:11,"EC banned all victory processions after counting of the votes on May 2
#ElectionCommission #Election2021… https://t.co/ipRTByeH8n",https://twitter.com/i/web/status/1386910746559143938,twitter.com,electioncommission election2021,27-04-2021 05:11,https://twitter.com/#!/sanubsasidharan/status/1386910746559143938,,,1386910746559143938,,1,6.667,0,0.000,0,0.000,14,93.333,15
simplecommonman,vivekmathai,,,,,,,,,,106,,,Mentions,26-04-2021 09:30,"RT @vivekmathai: *No state wide lockdown in Kerala decide all party meeting.
*Weekend lockdown to continue for a few weeks.
*More controls…",,,,26-04-2021 09:30,https://twitter.com/#!/simplecommonman/status/1386613771590791170,,,1386613771590791170,,0,0.000,0,0.000,0,0.000,22,100.000,22
simplecommonman,ecisveep,,,,,,,,,,107,,,Mentions,27-04-2021 05:13,RT @vivekmathai: @ECISVEEP  did not have the spine to restrict political rallies and mass campaigns because it involved all senior https://…,,,,27-04-2021 05:13,https://twitter.com/#!/simplecommonman/status/1386911473994059776,,,1386911473994059776,,0,0.000,1,5.000,0,0.000,19,95.000,20
simplecommonman,vivekmathai,,,,,,,,,,108,,,Mentions,27-04-2021 05:13,RT @vivekmathai: @ECISVEEP  did not have the spine to restrict political rallies and mass campaigns because it involved all senior https://…,,,,27-04-2021 05:13,https://twitter.com/#!/simplecommonman/status/1386911473994059776,,,1386911473994059776,,,,,,,,,,
_googleboysingh,livelawindia,,,,,,,,,,109,,,Mentions,27-04-2021 05:27,RT @LiveLawIndia: #Breaking: No victory procession after the counting of votes on May 02 shall be permissible: Election Commission of India…,,,breaking,27-04-2021 05:27,https://twitter.com/#!/_googleboysingh/status/1386914768502476808,,,1386914768502476808,,2,9.524,1,4.762,0,0.000,18,85.714,21
leninluck,livelawindia,,,,,,,,,,110,,,Mentions,27-04-2021 05:27,RT @LiveLawIndia: #Breaking: No victory procession after the counting of votes on May 02 shall be permissible: Election Commission of India…,,,breaking,27-04-2021 05:27,https://twitter.com/#!/leninluck/status/1386914934483668994,,,1386914934483668994,,2,9.524,1,4.762,0,0.000,18,85.714,21
sanjibm26957995,livelawindia,,,,,,,,,,111,,,Mentions,27-04-2021 05:27,RT @LiveLawIndia: #Breaking: No victory procession after the counting of votes on May 02 shall be permissible: Election Commission of India…,,,breaking,27-04-2021 05:27,https://twitter.com/#!/sanjibm26957995/status/1386914937738383361,,,1386914937738383361,,2,9.524,1,4.762,0,0.000,18,85.714,21
dcms_bharat,livelawindia,,,,,,,,,,112,,,Mentions,27-04-2021 05:27,RT @LiveLawIndia: #Breaking: No victory procession after the counting of votes on May 02 shall be permissible: Election Commission of India…,,,breaking,27-04-2021 05:27,https://twitter.com/#!/dcms_bharat/status/1386914977458495491,,,1386914977458495491,,2,9.524,1,4.762,0,0.000,18,85.714,21
answeringlaw,livelawindia,,,,,,,,,,113,,,Mentions,27-04-2021 05:27,RT @LiveLawIndia: #Breaking: No victory procession after the counting of votes on May 02 shall be permissible: Election Commission of India…,,,breaking,27-04-2021 05:27,https://twitter.com/#!/answeringlaw/status/1386914987684204547,,,1386914987684204547,,2,9.524,1,4.762,0,0.000,18,85.714,21
abhinavmukund15,livelawindia,,,,,,,,,,114,,,Mentions,27-04-2021 05:28,RT @LiveLawIndia: #Breaking: No victory procession after the counting of votes on May 02 shall be permissible: Election Commission of India…,,,breaking,27-04-2021 05:28,https://twitter.com/#!/abhinavmukund15/status/1386915116814258176,,,1386915116814258176,,2,9.524,1,4.762,0,0.000,18,85.714,21
kumaran83349147,livelawindia,,,,,,,,,,115,,,Mentions,27-04-2021 05:28,RT @LiveLawIndia: #Breaking: No victory procession after the counting of votes on May 02 shall be permissible: Election Commission of India…,,,breaking,27-04-2021 05:28,https://twitter.com/#!/kumaran83349147/status/1386915241221509131,,,1386915241221509131,,2,9.524,1,4.762,0,0.000,18,85.714,21
